"pop" "depth" "cell.type" "cell.type.idx" "cell_type"
"cell846" "2_1" 0.154154154154154 "2_1_1" 1 "2"
"cell847" "2_1" 0.153153153153153 "2_1_1" 1 "2"
"cell848" "2_1" 0.152152152152152 "2_1_1" 1 "2"
"cell849" "2_1" 0.151151151151151 "2_1_1" 1 "2"
"cell850" "2_1" 0.15015015015015 "2_1_1" 1 "2"
"cell851" "2_1" 0.149149149149149 "2_1_1" 1 "2"
"cell852" "2_1" 0.148148148148148 "2_1_1" 1 "2"
"cell853" "2_1" 0.147147147147147 "2_1_1" 1 "2"
"cell854" "2_1" 0.146146146146146 "2_1_1" 1 "2"
"cell855" "2_1" 0.145145145145145 "2_1_1" 1 "2"
"cell856" "2_1" 0.144144144144144 "2_1_1" 1 "2"
"cell857" "2_1" 0.143143143143143 "2_1_1" 1 "2"
"cell858" "2_1" 0.142142142142142 "2_1_1" 1 "2"
"cell859" "2_1" 0.141141141141141 "2_1_1" 1 "2"
"cell860" "2_1" 0.14014014014014 "2_1_1" 1 "2"
"cell861" "2_1" 0.139139139139139 "2_1_1" 1 "2"
"cell862" "2_1" 0.138138138138138 "2_1_1" 1 "2"
"cell863" "2_1" 0.137137137137137 "2_1_1" 1 "2"
"cell864" "2_1" 0.136136136136136 "2_1_1" 1 "2"
"cell865" "2_1" 0.135135135135135 "2_1_1" 1 "2"
"cell866" "2_1" 0.134134134134134 "2_1_1" 1 "2"
"cell867" "2_1" 0.133133133133133 "2_1_1" 1 "2"
"cell868" "2_1" 0.132132132132132 "2_1_1" 1 "2"
"cell869" "2_1" 0.131131131131131 "2_1_1" 1 "2"
"cell870" "2_1" 0.13013013013013 "2_1_1" 1 "2"
"cell871" "2_1" 0.129129129129129 "2_1_1" 1 "2"
"cell872" "2_1" 0.128128128128128 "2_1_1" 1 "2"
"cell873" "2_1" 0.127127127127127 "2_1_1" 1 "2"
"cell874" "2_1" 0.126126126126126 "2_1_1" 1 "2"
"cell875" "2_1" 0.125125125125125 "2_1_1" 1 "2"
"cell876" "2_1" 0.124124124124124 "2_1_1" 1 "2"
"cell877" "2_1" 0.123123123123123 "2_1_1" 1 "2"
"cell878" "2_1" 0.122122122122122 "2_1_1" 1 "2"
"cell879" "2_1" 0.121121121121121 "2_1_1" 1 "2"
"cell880" "2_1" 0.12012012012012 "2_1_1" 1 "2"
"cell881" "2_1" 0.119119119119119 "2_1_1" 1 "2"
"cell882" "2_1" 0.118118118118118 "2_1_1" 1 "2"
"cell883" "2_1" 0.117117117117117 "2_1_1" 1 "2"
"cell884" "2_1" 0.116116116116116 "2_1_1" 1 "2"
"cell885" "2_1" 0.115115115115115 "2_1_1" 1 "2"
"cell886" "2_1" 0.114114114114114 "2_1_1" 1 "2"
"cell887" "2_1" 0.113113113113113 "2_1_1" 1 "2"
"cell888" "2_1" 0.112112112112112 "2_1_1" 1 "2"
"cell889" "2_1" 0.111111111111111 "2_1_1" 1 "2"
"cell890" "2_1" 0.11011011011011 "2_1_1" 1 "2"
"cell891" "2_1" 0.109109109109109 "2_1_1" 1 "2"
"cell892" "2_1" 0.108108108108108 "2_1_1" 1 "2"
"cell893" "2_1" 0.107107107107107 "2_1_1" 1 "2"
"cell894" "2_1" 0.106106106106106 "2_1_1" 1 "2"
"cell895" "2_1" 0.105105105105105 "2_1_1" 1 "2"
"cell896" "2_1" 0.104104104104104 "2_1_1" 1 "2"
"cell897" "2_1" 0.103103103103103 "2_1_1" 1 "2"
"cell898" "2_1" 0.102102102102102 "2_1_1" 1 "2"
"cell899" "2_1" 0.101101101101101 "2_1_1" 1 "2"
"cell900" "2_1" 0.1001001001001 "2_1_1" 1 "2"
"cell901" "2_1" 0.0990990990990991 "2_1_1" 1 "2"
"cell902" "2_1" 0.0980980980980981 "2_1_1" 1 "2"
"cell903" "2_1" 0.0970970970970971 "2_1_1" 1 "2"
"cell904" "2_1" 0.0960960960960961 "2_1_1" 1 "2"
"cell905" "2_1" 0.0950950950950951 "2_1_1" 1 "2"
"cell906" "2_1" 0.0940940940940941 "2_1_1" 1 "2"
"cell907" "2_1" 0.0930930930930931 "2_1_1" 1 "2"
"cell908" "2_1" 0.0920920920920921 "2_1_1" 1 "2"
"cell909" "2_1" 0.0910910910910911 "2_1_1" 1 "2"
"cell910" "2_1" 0.0900900900900901 "2_1_1" 1 "2"
"cell911" "2_1" 0.0890890890890891 "2_1_1" 1 "2"
"cell912" "2_1" 0.0880880880880881 "2_1_1" 1 "2"
"cell913" "2_1" 0.0870870870870871 "2_1_1" 1 "2"
"cell914" "2_1" 0.0860860860860861 "2_1_1" 1 "2"
"cell915" "2_1" 0.0850850850850851 "2_1_1" 1 "2"
"cell916" "2_1" 0.0840840840840841 "2_1_1" 1 "2"
"cell917" "2_1" 0.0830830830830831 "2_1_1" 1 "2"
"cell918" "2_1" 0.0820820820820821 "2_1_1" 1 "2"
"cell919" "2_1" 0.0810810810810811 "2_1_1" 1 "2"
"cell920" "2_1" 0.0800800800800801 "2_1_1" 1 "2"
"cell921" "2_1" 0.0790790790790791 "2_1_1" 1 "2"
"cell922" "2_1" 0.0780780780780781 "2_1_1" 1 "2"
"cell923" "2_1" 0.0770770770770771 "2_1_1" 1 "2"
"cell924" "2_1" 0.0760760760760761 "2_1_1" 1 "2"
"cell925" "2_1" 0.0750750750750751 "2_1_1" 1 "2"
"cell926" "2_1" 0.0740740740740741 "2_1_1" 1 "2"
"cell927" "2_1" 0.0730730730730731 "2_1_1" 1 "2"
"cell928" "2_1" 0.0720720720720721 "2_1_1" 1 "2"
"cell929" "2_1" 0.0710710710710711 "2_1_1" 1 "2"
"cell930" "2_1" 0.0700700700700701 "2_1_1" 1 "2"
"cell931" "2_1" 0.0690690690690691 "2_1_1" 1 "2"
"cell932" "2_1" 0.0680680680680681 "2_1_1" 1 "2"
"cell933" "2_1" 0.0670670670670671 "2_1_1" 1 "2"
"cell934" "2_1" 0.0660660660660661 "2_1_1" 1 "2"
"cell935" "2_1" 0.0650650650650651 "2_1_1" 1 "2"
"cell936" "2_1" 0.0640640640640641 "2_1_1" 1 "2"
"cell937" "2_1" 0.0630630630630631 "2_1_1" 1 "2"
"cell938" "2_1" 0.0620620620620621 "2_1_1" 1 "2"
"cell939" "2_1" 0.0610610610610611 "2_1_1" 1 "2"
"cell940" "2_1" 0.0600600600600601 "2_1_1" 1 "2"
"cell941" "2_1" 0.0590590590590591 "2_1_1" 1 "2"
"cell942" "2_1" 0.0580580580580581 "2_1_1" 1 "2"
"cell943" "2_1" 0.0570570570570571 "2_1_1" 1 "2"
"cell944" "2_1" 0.0560560560560561 "2_1_1" 1 "2"
"cell945" "2_1" 0.0550550550550551 "2_1_1" 1 "2"
"cell946" "2_1" 0.0540540540540541 "2_1_1" 1 "2"
"cell947" "2_1" 0.0530530530530531 "2_1_1" 1 "2"
"cell948" "2_1" 0.0520520520520521 "2_1_1" 1 "2"
"cell949" "2_1" 0.0510510510510511 "2_1_1" 1 "2"
"cell950" "2_1" 0.05005005005005 "2_1_1" 1 "2"
"cell951" "2_1" 0.049049049049049 "2_1_1" 1 "2"
"cell952" "2_1" 0.048048048048048 "2_1_1" 1 "2"
"cell953" "2_1" 0.047047047047047 "2_1_1" 1 "2"
"cell954" "2_1" 0.046046046046046 "2_1_1" 1 "2"
"cell955" "2_1" 0.045045045045045 "2_1_1" 1 "2"
"cell956" "2_1" 0.044044044044044 "2_1_1" 1 "2"
"cell957" "2_1" 0.043043043043043 "2_1_1" 1 "2"
"cell958" "2_1" 0.042042042042042 "2_1_1" 1 "2"
"cell959" "2_1" 0.041041041041041 "2_1_1" 1 "2"
"cell960" "2_1" 0.04004004004004 "2_1_1" 1 "2"
"cell961" "2_1" 0.039039039039039 "2_1_1" 1 "2"
"cell962" "2_1" 0.038038038038038 "2_1_1" 1 "2"
"cell963" "2_1" 0.037037037037037 "2_1_1" 1 "2"
"cell964" "2_1" 0.036036036036036 "2_1_1" 1 "2"
"cell965" "2_1" 0.035035035035035 "2_1_1" 1 "2"
"cell966" "2_1" 0.034034034034034 "2_1_1" 1 "2"
"cell967" "2_1" 0.033033033033033 "2_1_1" 1 "2"
"cell968" "2_1" 0.032032032032032 "2_1_1" 1 "2"
"cell969" "2_1" 0.031031031031031 "2_1_1" 1 "2"
"cell970" "2_1" 0.03003003003003 "2_1_1" 1 "2"
"cell971" "2_1" 0.029029029029029 "2_1_1" 1 "2"
"cell972" "2_1" 0.028028028028028 "2_1_1" 1 "2"
"cell973" "2_1" 0.027027027027027 "2_1_1" 1 "2"
"cell974" "2_1" 0.026026026026026 "2_1_1" 1 "2"
"cell975" "2_1" 0.025025025025025 "2_1_1" 1 "2"
"cell976" "2_1" 0.024024024024024 "2_1_1" 1 "2"
"cell977" "2_1" 0.023023023023023 "2_1_1" 1 "2"
"cell978" "2_1" 0.022022022022022 "2_1_1" 1 "2"
"cell979" "2_1" 0.021021021021021 "2_1_1" 1 "2"
"cell980" "2_1" 0.02002002002002 "2_1_1" 1 "2"
"cell981" "2_1" 0.019019019019019 "2_1_1" 1 "2"
"cell982" "2_1" 0.018018018018018 "2_1_1" 1 "2"
"cell983" "2_1" 0.017017017017017 "2_1_1" 1 "2"
"cell984" "2_1" 0.016016016016016 "2_1_1" 1 "2"
"cell985" "2_1" 0.015015015015015 "2_1_1" 1 "2"
"cell986" "2_1" 0.014014014014014 "2_1_1" 1 "2"
"cell987" "2_1" 0.013013013013013 "2_1_1" 1 "2"
"cell988" "2_1" 0.012012012012012 "2_1_1" 1 "2"
"cell989" "2_1" 0.011011011011011 "2_1_1" 1 "2"
"cell990" "2_1" 0.01001001001001 "2_1_1" 1 "2"
"cell991" "2_1" 0.00900900900900901 "2_1_1" 1 "2"
"cell992" "2_1" 0.00800800800800801 "2_1_1" 1 "2"
"cell993" "2_1" 0.00700700700700701 "2_1_1" 1 "2"
"cell994" "2_1" 0.00600600600600601 "2_1_1" 1 "2"
"cell995" "2_1" 0.005005005005005 "2_1_1" 1 "2"
"cell996" "2_1" 0.004004004004004 "2_1_1" 1 "2"
"cell997" "2_1" 0.003003003003003 "2_1_1" 1 "2"
"cell998" "2_1" 0.002002002002002 "2_1_1" 1 "2"
"cell999" "2_1" 0.001001001001001 "2_1_1" 1 "2"
"cell1000" "2_1" 0 "2_1_1" 1 "2"
